3D_003,24
"Filename","C:\MitakaPF_Data\V2_inject_20220817\V2_inject_S1.CSV"
"Measurment Method","3-D Cross SectionPrecise measurement"
"No. of Points in X direction",140
"No. of Points in Y direction",104
"Max. Value in X direction",103.20600
"Min. Value in X direction",75.60480
"Max. Value in Y direction",84.10440
"Min. Value in Y direction",63.50430
"Max. Value in Z direction",3.66162
"Min. Value in Z direction",1.60991
"Average in Z direction",2.36089
"Data Name","Index"
"Measuring Pitch","X : ",0.20000 ,"Y : ",0.20000
"Stage Pitch","X component: ",0.20000 ,"Y component: ",0.00000
"Measuring Range","X : ",13.80060 ,"Y : ",20.60010
"AF Gain",2
"AF Sensor","Select"
"Z Magnification",1.0
"Object Lens Magnification","LM100X"
"Laser Offset Value",""
"One/Both Side(s) Code","Both"

"X","Y","Z"
92.20490,69.10430,2.49997
92.40490,69.10430,2.50781
92.60480,69.10430,2.51622
92.80590,69.10430,2.52529
93.00420,69.10430,2.53464
93.20450,69.10430,2.54464
93.40450,69.10430,2.55512
93.60470,69.10430,2.56611
93.80480,69.10430,2.57762
94.00480,69.10430,2.58950
94.20500,69.10430,2.60183
94.40510,69.10430,2.61459
94.60510,69.10430,2.62769
94.80500,69.10430,2.64120
95.00500,69.10430,2.65505
95.20510,69.10430,2.66922
95.40510,69.10430,2.68364
95.60520,69.10430,2.69833
95.80520,69.10430,2.71327
96.00510,69.10430,2.72855
96.20520,69.10430,2.74386
96.40520,69.10430,2.75935
96.60510,69.10430,2.77501
96.80500,69.10430,2.79067
97.00500,69.10430,2.80643
97.20520,69.10430,2.82214
97.40510,69.10430,2.83786
97.60510,69.10430,2.85350
97.80510,69.10430,2.86899
98.00520,69.10430,2.88431
98.20530,69.10430,2.89943
98.40530,69.10430,2.91425
98.60530,69.10430,2.92876
98.80520,69.10430,2.94282
99.00520,69.10430,2.95647
99.20530,69.10430,2.96955
99.40500,69.10430,2.98197
99.60520,69.10430,2.99390
99.80530,69.10430,3.00493
100.00460,69.10430,3.01518
100.20500,69.10430,3.02447
100.40610,69.10430,3.03282
100.60630,69.10430,3.03991
100.80630,69.10430,3.04575
101.00620,69.10430,3.05022
101.20600,69.10430,3.05306
101.40600,69.10430,3.05448
101.60600,69.10430,3.05393
101.80490,69.10430,3.05141
102.00520,69.10430,3.04673
102.20540,69.10430,3.03964
102.40560,69.10430,3.02995
102.60560,69.10430,3.01753
102.80550,69.10430,3.00200
103.00560,69.10430,2.98342
103.20570,69.10430,2.96276
75.60520,69.30440,3.12094
75.80520,69.30430,3.14002
76.00520,69.30430,3.15524
76.20520,69.30430,3.16807
76.40520,69.30430,3.17824
76.60530,69.30430,3.18570
76.80520,69.30430,3.19055
77.00400,69.30430,3.19303
77.20400,69.30430,3.19331
77.40550,69.30430,3.19160
77.60550,69.30430,3.18805
77.80550,69.30430,3.18279
78.00560,69.30430,3.17597
78.20580,69.30430,3.16774
78.40520,69.30430,3.15832
78.60510,69.30430,3.14770
78.80520,69.30430,3.13594
79.00510,69.30430,3.12336
79.20520,69.30430,3.10982
79.40520,69.30430,3.09556
79.60520,69.30430,3.08061
79.80530,69.30430,3.06506
80.00530,69.30430,3.04895
80.20530,69.30430,3.03236
80.40530,69.30430,3.01535
80.60530,69.30430,2.99800
80.80520,69.30440,2.98035
81.00530,69.30430,2.96254
81.20530,69.30430,2.94451
81.40530,69.30440,2.92634
81.60530,69.30430,2.90806
81.80530,69.30430,2.88974
82.00530,69.30430,2.87149
82.20530,69.30430,2.85321
82.40530,69.30440,2.83503
82.60520,69.30440,2.81693
82.80530,69.30430,2.79901
83.00530,69.30430,2.78130
83.20530,69.30430,2.76373
83.40540,69.30430,2.74644
83.60540,69.30430,2.72939
83.80540,69.30430,2.71264
84.00530,69.30430,2.69624
84.20530,69.30430,2.68016
84.40520,69.30430,2.66444
84.60530,69.30430,2.64913
84.80520,69.30430,2.63423
85.00520,69.30430,2.61977
85.20530,69.30430,2.60578
85.40520,69.30430,2.59223
85.60540,69.30440,2.57916
85.80530,69.30430,2.56664
86.00540,69.30430,2.55463
86.20530,69.30430,2.54315
86.40520,69.30430,2.53222
86.60590,69.30430,2.52181
86.80590,69.30430,2.51203
87.00560,69.30440,2.50288
87.20560,69.30430,2.49431
87.40530,69.30430,2.48631
87.60560,69.30430,2.47898
87.80570,69.30430,2.47224
88.00570,69.30440,2.46616
88.20560,69.30430,2.46074
88.40560,69.30430,2.45594
88.60560,69.30430,2.45179
88.80560,69.30430,2.44830
89.00470,69.30430,2.44550
89.20410,69.30430,2.44333
89.40510,69.30430,2.44179
89.40500,69.30430,2.44182
89.60580,69.30430,2.44099
89.80590,69.30430,2.44079
90.00580,69.30430,2.44129
90.20590,69.30430,2.44246
90.40600,69.30430,2.44429
90.60600,69.30430,2.44676
90.80490,69.30430,2.44985
91.00600,69.30430,2.45366
91.20630,69.30430,2.45809
91.40620,69.30430,2.46309
91.60620,69.30430,2.46875
91.80620,69.30430,2.47507
92.00490,69.30430,2.48181
92.20490,69.30430,2.48930
92.40490,69.30440,2.49733
92.60480,69.30430,2.50595
92.80440,69.30430,2.51512
93.00470,69.30430,2.52482
93.20450,69.30430,2.53505
93.40460,69.30430,2.54577
93.60510,69.30430,2.55708
93.80480,69.30430,2.56880
94.00490,69.30430,2.58096
94.20510,69.30430,2.59357
94.40510,69.30430,2.60664
94.60510,69.30430,2.62005
94.80500,69.30430,2.63387
95.00500,69.30430,2.64803
95.20510,69.30430,2.66249
95.40520,69.30430,2.67727
95.60520,69.30430,2.69233
95.80520,69.30430,2.70762
96.00520,69.30430,2.72320
96.20520,69.30430,2.73888
96.40510,69.30430,2.75474
96.60520,69.30430,2.77067
96.80500,69.30430,2.78677
97.00500,69.30430,2.80284
97.20510,69.30430,2.81894
97.40520,69.30430,2.83501
97.60510,69.30430,2.85096
97.80520,69.30430,2.86682
98.00520,69.30430,2.88251
98.20520,69.30430,2.89792
98.40530,69.30430,2.91308
98.60530,69.30430,2.92786
98.80520,69.30430,2.94229
99.00530,69.30430,2.95625
99.20520,69.30430,2.96966
99.40520,69.30430,2.98251
99.60540,69.30430,2.99459
99.80510,69.30430,3.00593
100.00480,69.30430,3.01641
100.20460,69.30430,3.02598
100.40630,69.30430,3.03452
100.60500,69.30430,3.04181
100.80510,69.30430,3.04786
101.00510,69.30430,3.05251
101.20630,69.30430,3.05572
101.40600,69.30430,3.05712
101.60600,69.30430,3.05668
101.80490,69.30430,3.05450
102.00510,69.30430,3.04991
102.20550,69.30430,3.04303
102.40560,69.30430,3.03343
102.60560,69.30430,3.02107
102.80560,69.30430,3.00567
103.00560,69.30430,2.98723
103.20570,69.30430,2.96640
75.60510,69.50430,3.12316
75.80510,69.50430,3.14293
76.00520,69.50430,3.15815
76.20500,69.50430,3.17103
76.40550,69.50430,3.18120
76.60510,69.50430,3.18858
76.80500,69.50430,3.19335
77.00390,69.50430,3.19574
77.20400,69.50430,3.19593
77.40550,69.50430,3.19408
77.60550,69.50430,3.19038
77.80550,69.50430,3.18493
78.00550,69.50430,3.17795
78.20570,69.50430,3.16952
78.40510,69.50430,3.15988
78.60530,69.50430,3.14900
78.80500,69.50430,3.13708
79.00500,69.50430,3.12429
79.20510,69.50430,3.11044
79.40510,69.50430,3.09588
79.60520,69.50430,3.08062
79.80520,69.50430,3.06475
80.00520,69.50430,3.04833
80.20520,69.50430,3.03141
80.40520,69.50430,3.01409
80.60510,69.50430,2.99640
80.80510,69.50430,2.97848
81.00510,69.50430,2.96028
81.20520,69.50430,2.94188
81.40520,69.50440,2.92341
81.60520,69.50430,2.90477
81.80520,69.50430,2.88609
82.00520,69.50430,2.86745
82.20520,69.50430,2.84886
82.40520,69.50430,2.83029
82.60510,69.50430,2.81185
82.80520,69.50430,2.79359
83.00520,69.50430,2.77550
83.20520,69.50430,2.75761
83.40530,69.50430,2.73999
83.60530,69.50430,2.72260
83.80530,69.50440,2.70555
84.00530,69.50430,2.68881
84.20530,69.50430,2.67238
84.40510,69.50430,2.65642
84.60510,69.50430,2.64080
84.80510,69.50430,2.62561
85.00510,69.50430,2.61087
85.20510,69.50430,2.59656
85.40520,69.50430,2.58278
85.60520,69.50430,2.56946
85.80510,69.50430,2.55671
86.00540,69.50430,2.54444
86.20520,69.50430,2.53277
86.40520,69.50430,2.52161
86.60580,69.50430,2.51101
86.80560,69.50430,2.50106
87.00550,69.50430,2.49173
87.20560,69.50430,2.48298
87.40550,69.50430,2.47486
87.60540,69.50430,2.46739
87.80540,69.50430,2.46052
88.00550,69.50430,2.45433
88.20550,69.50430,2.44879
88.40540,69.50430,2.44393
88.60540,69.50430,2.43973
88.80540,69.50430,2.43618
89.00540,69.50430,2.43329
89.20530,69.50430,2.43115
89.40510,69.50430,2.42958
89.40500,69.50430,2.42954
89.60600,69.50430,2.42876
89.80590,69.50430,2.42858
90.00590,69.50430,2.42912
90.20600,69.50430,2.43032
90.40630,69.50430,2.43223
90.60620,69.50430,2.43477
90.80610,69.50430,2.43802
91.00620,69.50430,2.44185
91.20630,69.50430,2.44642
91.40630,69.50430,2.45154
91.60620,69.50430,2.45736
91.80500,69.50430,2.46371
92.00500,69.50430,2.47073
92.20490,69.50430,2.47838
92.40490,69.50430,2.48658
92.60480,69.50430,2.49540
92.80470,69.50430,2.50479
93.00430,69.50430,2.51475
93.20440,69.50430,2.52520
93.40510,69.50430,2.53624
93.60510,69.50430,2.54773
93.80510,69.50430,2.55972
94.00490,69.50430,2.57218
94.20500,69.50430,2.58508
94.40520,69.50430,2.59845
94.60520,69.50430,2.61213
94.80510,69.50430,2.62623
95.00510,69.50430,2.64069
95.20520,69.50430,2.65555
95.40530,69.50430,2.67065
95.60530,69.50430,2.68601
95.80530,69.50430,2.70163
96.00520,69.50430,2.71753
96.20530,69.50430,2.73356
96.40520,69.50430,2.74977
96.60520,69.50430,2.76611
96.80510,69.50430,2.78251
97.00510,69.50430,2.79894
97.20520,69.50430,2.81538
97.40520,69.50430,2.83180
97.60520,69.50430,2.84813
97.80520,69.50430,2.86431
98.00520,69.50430,2.88030
98.20540,69.50430,2.89608
98.40530,69.50430,2.91160
98.60540,69.50430,2.92671
98.80530,69.50430,2.94140
99.00530,69.50430,2.95569
99.20540,69.50430,2.96943
99.40540,69.50430,2.98251
99.60550,69.50430,2.99492
99.80520,69.50430,3.00652
100.00540,69.50430,3.01729
100.20470,69.50430,3.02704
100.40510,69.50430,3.03574
100.60520,69.50430,3.04339
100.80520,69.50430,3.04966
101.00520,69.50430,3.05453
101.20630,69.50430,3.05785
101.40600,69.50430,3.05946
101.60610,69.50430,3.05924
101.80580,69.50430,3.05694
102.00530,69.50430,3.05255
102.20560,69.50430,3.04593
102.40570,69.50430,3.03646
102.60570,69.50430,3.02423
102.80560,69.50430,3.00895
103.00560,69.50430,2.99059
103.20580,69.50430,2.96971
75.60520,69.70430,3.12564
75.80520,69.70430,3.14557
76.00520,69.70430,3.16079
76.20500,69.70430,3.17360
76.40560,69.70430,3.18378
76.60560,69.70430,3.19108
76.80510,69.70430,3.19576
77.00400,69.70430,3.19806
77.20400,69.70430,3.19815
77.40570,69.70430,3.19614
77.60570,69.70430,3.19232
77.80560,69.70430,3.18671
78.00560,69.70430,3.17957
78.20580,69.70430,3.17094
78.40520,69.70430,3.16108
78.60530,69.70430,3.14997
78.80510,69.70430,3.13782
79.00520,69.70430,3.12468
79.20520,69.70430,3.11064
79.40530,69.70430,3.09582
79.60530,69.70430,3.08025
79.80530,69.70430,3.06407
80.00530,69.70430,3.04735
80.20530,69.70430,3.03013
80.40530,69.70430,3.01252
80.60530,69.70430,2.99451
80.80520,69.70430,2.97620
81.00520,69.70430,2.95765
81.20530,69.70430,2.93897
81.40530,69.70430,2.92009
81.60530,69.70430,2.90113
81.80530,69.70430,2.88211
82.00530,69.70430,2.86308
82.20530,69.70430,2.84412
82.40530,69.70430,2.82522
82.60520,69.70430,2.80647
82.80530,69.70430,2.78787
83.00530,69.70430,2.76945
83.20530,69.70430,2.75121
83.40530,69.70430,2.73325
83.60540,69.70430,2.71552
83.80530,69.70430,2.69813
84.00540,69.70430,2.68107
84.20530,69.70430,2.66437
84.40520,69.70430,2.64806
84.60520,69.70430,2.63216
84.80520,69.70430,2.61670
85.00520,69.70430,2.60168
85.20520,69.70430,2.58711
85.40520,69.70430,2.57305
85.60530,69.70430,2.55952
85.80540,69.70430,2.54647
86.00540,69.70430,2.53401
86.20540,69.70430,2.52212
86.40530,69.70430,2.51077
86.60600,69.70430,2.49994
86.80580,69.70430,2.48983
87.00570,69.70430,2.48031
87.20580,69.70430,2.47139
87.40570,69.70430,2.46315
87.60560,69.70430,2.45554
87.80560,69.70430,2.44857
88.00560,69.70430,2.44226
88.20560,69.70430,2.43664
88.40560,69.70430,2.43170
88.60550,69.70430,2.42743
88.80540,69.70430,2.42380
89.00500,69.70430,2.42090
89.20410,69.70430,2.41871
89.40510,69.70430,2.41715
89.40500,69.70430,2.41720
89.60560,69.70430,2.41636
89.80600,69.70430,2.41622
90.00590,69.70430,2.41679
90.20590,69.70430,2.41803
90.40600,69.70430,2.41997
90.60590,69.70430,2.42262
90.80610,69.70430,2.42593
91.00610,69.70430,2.42989
91.20620,69.70430,2.43456
91.40620,69.70430,2.43982
91.60600,69.70430,2.44576
91.80490,69.70430,2.45227
92.00500,69.70430,2.45949
92.20480,69.70430,2.46726
92.40490,69.70430,2.47570
92.60480,69.70430,2.48469
92.80430,69.70430,2.49432
93.00450,69.70430,2.50446
93.20460,69.70430,2.51516
93.40510,69.70430,2.52640
93.60500,69.70430,2.53816
93.80500,69.70430,2.55042
94.00490,69.70430,2.56315
94.20500,69.70430,2.57635
94.40510,69.70430,2.58997
94.60510,69.70430,2.60400
94.80500,69.70430,2.61844
95.00500,69.70430,2.63317
95.20510,69.70430,2.64830
95.40520,69.70430,2.66370
95.60520,69.70430,2.67945
95.80510,69.70430,2.69543
96.00520,69.70430,2.71162
96.20520,69.70430,2.72798
96.40510,69.70430,2.74455
96.60510,69.70430,2.76119
96.80500,69.70430,2.77795
97.00500,69.70430,2.79474
97.20510,69.70430,2.81153
97.40510,69.70430,2.82829
97.60510,69.70430,2.84495
97.80520,69.70430,2.86148
98.00520,69.70430,2.87783
98.20530,69.70430,2.89396
98.40530,69.70430,2.90977
98.60520,69.70430,2.92524
98.80520,69.70430,2.94029
99.00520,69.70430,2.95482
99.20530,69.70430,2.96884
99.40520,69.70430,2.98226
99.60530,69.70430,2.99493
99.80510,69.70430,3.00682
100.00500,69.70430,3.01781
100.20450,69.70430,3.02788
100.40610,69.70430,3.03692
100.60500,69.70430,3.04463
100.80510,69.70430,3.05105
101.00510,69.70430,3.05614
101.20590,69.70430,3.05973
101.40600,69.70430,3.06148
101.60600,69.70430,3.06144
101.80580,69.70430,3.05934
102.00520,69.70430,3.05504
102.20550,69.70430,3.04842
102.40560,69.70430,3.03907
102.60570,69.70430,3.02694
102.80560,69.70430,3.01173
103.00550,69.70430,2.99355
103.20570,69.70430,2.97265
75.60520,69.90430,3.12796
75.80520,69.90430,3.14795
76.00520,69.90430,3.16307
76.20520,69.90430,3.17591
76.40520,69.90430,3.18594
76.60540,69.90430,3.19325
76.80520,69.90430,3.19786
77.00440,69.90430,3.20006
77.20580,69.90430,3.20000
77.40560,69.90430,3.19791
77.60570,69.90430,3.19390
77.80550,69.90430,3.18818
78.00400,69.90430,3.18092
78.20590,69.90430,3.17202
78.40520,69.90430,3.16194
78.60530,69.90430,3.15063
78.80520,69.90430,3.13826
79.00520,69.90430,3.12488
79.20520,69.90430,3.11057
79.40530,69.90430,3.09548
79.60530,69.90430,3.07962
79.80530,69.90430,3.06317
80.00530,69.90430,3.04613
80.20530,69.90430,3.02860
80.40530,69.90430,3.01062
80.60530,69.90430,2.99232
80.80520,69.90430,2.97370
81.00520,69.90430,2.95485
81.20530,69.90430,2.93573
81.40530,69.90430,2.91652
81.60530,69.90440,2.89724
81.80530,69.90430,2.87784
82.00530,69.90430,2.85851
82.20530,69.90430,2.83919
82.40520,69.90430,2.81997
82.60520,69.90430,2.80083
82.80530,69.90430,2.78190
83.00530,69.90430,2.76315
83.20540,69.90430,2.74454
83.40540,69.90430,2.72627
83.60540,69.90430,2.70822
83.80530,69.90430,2.69051
84.00530,69.90430,2.67314
84.20530,69.90430,2.65615
84.40530,69.90430,2.63951
84.60520,69.90430,2.62337
84.80520,69.90430,2.60761
85.00520,69.90430,2.59230
85.20520,69.90430,2.57746
85.40530,69.90430,2.56315
85.60540,69.90430,2.54933
85.80530,69.90430,2.53608
86.00540,69.90430,2.52337
86.20540,69.90430,2.51127
86.40520,69.90430,2.49971
86.60600,69.90430,2.48871
86.80510,69.90430,2.47844
87.00570,69.90430,2.46871
87.20560,69.90430,2.45968
87.40570,69.90430,2.45125
87.60570,69.90430,2.44348
87.80560,69.90430,2.43644
88.00570,69.90430,2.43002
88.20560,69.90430,2.42428
88.40560,69.90430,2.41928
88.60560,69.90430,2.41493
88.80550,69.90430,2.41129
89.00540,69.90430,2.40833
89.20410,69.90430,2.40613
89.40510,69.90430,2.40459
89.40500,69.90430,2.40457
89.60600,69.90430,2.40376
89.80590,69.90430,2.40363
90.00600,69.90430,2.40423
90.20590,69.90430,2.40549
90.40620,69.90430,2.40755
90.60630,69.90430,2.41023
90.80620,69.90430,2.41363
91.00620,69.90430,2.41770
91.20630,69.90430,2.42245
91.40500,69.90430,2.42781
91.60510,69.90430,2.43388
91.80620,69.90430,2.44064
92.00500,69.90430,2.44792
92.20500,69.90430,2.45593
92.40500,69.90430,2.46451
92.60440,69.90430,2.47376
92.80470,69.90430,2.48356
93.00470,69.90430,2.49392
93.20520,69.90430,2.50491
93.40490,69.90430,2.51636
93.60490,69.90430,2.52839
93.80510,69.90430,2.54087
94.00500,69.90430,2.55388
94.20510,69.90430,2.56734
94.40520,69.90430,2.58128
94.60520,69.90430,2.59559
94.80510,69.90430,2.61032
95.00520,69.90430,2.62535
95.20520,69.90430,2.64078
95.40520,69.90430,2.65657
95.60520,69.90430,2.67264
95.80530,69.90430,2.68890
96.00520,69.90430,2.70543
96.20530,69.90430,2.72221
96.40520,69.90430,2.73902
96.60520,69.90430,2.75602
96.80510,69.90440,2.77313
97.00510,69.90430,2.79025
97.20520,69.90430,2.80742
97.40520,69.90440,2.82452
97.60530,69.90430,2.84148
97.80530,69.90430,2.85838
98.00530,69.90430,2.87509
98.20540,69.90430,2.89152
98.40530,69.90430,2.90771
98.60540,69.90430,2.92345
98.80530,69.90430,2.93883
99.00530,69.90430,2.95368
99.20530,69.90430,2.97409
99.40530,69.90430,2.98170
99.60540,69.90430,2.99468
99.80520,69.90430,3.00682
100.00540,69.90430,3.01807
100.20460,69.90430,3.02837
100.40540,69.90430,3.03762
100.60520,69.90430,3.04561
100.80520,69.90430,3.05227
101.00520,69.90430,3.05751
101.20460,69.90430,3.06123
101.40590,69.90430,3.06273
101.60520,69.90430,3.06320
101.80500,69.90430,3.06130
102.00530,69.90430,3.05714
102.20560,69.90430,3.05059
102.40570,69.90430,3.04140
102.60570,69.90430,3.02937
102.80570,69.90430,3.01428
103.00560,69.90430,2.99612
103.20580,69.90440,2.97509
75.60520,70.10430,3.12983
75.80520,70.10430,3.14979
76.00530,70.10430,3.16500
76.20500,70.10430,3.17779
76.40560,70.10430,3.18786
76.60530,70.10430,3.19508
76.80520,70.10430,3.19962
77.00400,70.10430,3.20169
77.20400,70.10430,3.20158
77.40560,70.10430,3.19937
77.60570,70.10430,3.19522
77.80560,70.10430,3.18932
78.00400,70.10430,3.18189
78.20580,70.10430,3.17279
78.40530,70.10430,3.16255
78.60530,70.10430,3.15100
78.80510,70.10430,3.13839
79.00510,70.10430,3.12474
79.20520,70.10430,3.11016
79.40530,70.10430,3.09478
79.60530,70.10430,3.07867
79.80530,70.10430,3.06188
80.00530,70.10430,3.04455
80.20530,70.10430,3.02673
80.40530,70.10430,3.00844
80.60530,70.10430,2.98981
80.80520,70.10430,2.97085
81.00520,70.10430,2.95165
81.20530,70.10430,2.93219
81.40530,70.10430,2.91272
81.60530,70.10440,2.89301
81.80530,70.10430,2.87327
82.00530,70.10430,2.85357
82.20530,70.10430,2.83396
82.40520,70.10430,2.81440
82.60520,70.10430,2.79493
82.80530,70.10430,2.77563
83.00530,70.10430,2.75652
83.20540,70.10430,2.73763
83.40540,70.10440,2.71900
83.60540,70.10430,2.70062
83.80540,70.10430,2.68260
84.00530,70.10430,2.66493
84.20530,70.10430,2.64763
84.40530,70.10430,2.63071
84.60520,70.10430,2.61425
84.80520,70.10430,2.59820
85.00520,70.10430,2.58265
85.20520,70.10430,2.56753
85.40530,70.10430,2.55295
85.60530,70.10430,2.53890
85.80520,70.10430,2.52544
86.00540,70.10430,2.51249
86.20540,70.10430,2.50010
86.40530,70.10430,2.48840
86.60530,70.10430,2.47727
86.80590,70.10430,2.46673
87.00560,70.10430,2.45688
87.20570,70.10430,2.44767
87.40560,70.10430,2.43913
87.60560,70.10430,2.43126
87.80560,70.10430,2.42403
88.00560,70.10430,2.41753
88.20560,70.10430,2.41172
88.40560,70.10430,2.40663
88.60550,70.10430,2.40221
88.80550,70.10430,2.39854
89.00550,70.10430,2.39555
89.20400,70.10430,2.39331
89.40510,70.10430,2.39176
89.40500,70.10430,2.39175
89.60600,70.10430,2.39093
89.80590,70.10430,2.39081
90.00590,70.10430,2.39144
90.20610,70.10430,2.39280
90.40610,70.10430,2.39483
90.60610,70.10430,2.39760
90.80630,70.10430,2.40111
91.00620,70.10430,2.40528
91.20630,70.10430,2.41011
91.40630,70.10430,2.41568
91.60620,70.10430,2.42185
91.80630,70.10430,2.42878
92.00500,70.10430,2.43621
92.20490,70.10430,2.44434
92.40490,70.10430,2.45316
92.60440,70.10430,2.46257
92.80430,70.10430,2.47259
93.00450,70.10430,2.48314
93.20510,70.10430,2.49436
93.40510,70.10430,2.50607
93.60500,70.10430,2.51834
93.80490,70.10430,2.53109
94.00510,70.10430,2.54433
94.20510,70.10430,2.55807
94.40520,70.10430,2.57228
94.60520,70.10430,2.58687
94.80520,70.10430,2.60183
95.00510,70.10430,2.61729
95.20520,70.10430,2.63306
95.40520,70.10430,2.64912
95.60530,70.10430,2.66548
95.80520,70.10430,2.68212
96.00530,70.10430,2.69898
96.20530,70.10430,2.71602
96.40520,70.10430,2.73325
96.60520,70.10430,2.75057
96.80510,70.10430,2.76801
97.00510,70.10430,2.78546
97.20520,70.10430,2.80301
97.40520,70.10430,2.82040
97.60530,70.10430,2.83769
97.80530,70.10430,2.85498
98.00530,70.10430,2.87198
98.20540,70.10430,2.88877
98.40530,70.10430,2.90525
98.60540,70.10430,2.92133
98.80540,70.10430,2.93702
99.00530,70.10430,2.95218
99.20530,70.10430,2.96689
99.40530,70.10430,2.98083
99.60540,70.10430,2.99410
99.80530,70.10430,3.00653
100.00520,70.10430,3.01807
100.20520,70.10430,3.03029
100.40560,70.10430,3.03799
100.60510,70.10430,3.04624
100.80520,70.10430,3.05313
101.00520,70.10430,3.05856
101.20610,70.10430,3.06244
101.40600,70.10430,3.06453
101.60610,70.10430,3.06475
101.80490,70.10430,3.06292
102.00530,70.10430,3.05891
102.20510,70.10430,3.05250
102.40570,70.10430,3.04339
102.60560,70.10430,3.03143
102.80570,70.10430,3.01641
103.00560,70.10430,2.99828
103.20580,70.10430,2.97721
75.60520,70.30430,3.13136
75.80520,70.30430,3.15144
76.00520,70.30430,3.16663
76.20530,70.30430,3.17946
76.40580,70.30430,3.18945
76.60520,70.30430,3.19658
76.80520,70.30430,3.20106
77.00400,70.30430,3.20309
77.20460,70.30430,3.20286
77.40550,70.30430,3.20051
77.60570,70.30430,3.19621
77.80550,70.30430,3.19017
78.00570,70.30430,3.18249
78.20500,70.30430,3.17335
78.40520,70.30430,3.16283
78.60520,70.30430,3.15108
78.80510,70.30430,3.13822
79.00510,70.30430,3.12431
79.20520,70.30430,3.10948
79.40560,70.30430,3.09377
79.60530,70.30430,3.07740
79.80530,70.30430,3.06033
80.00530,70.30430,3.04271
80.20530,70.30430,3.02451
80.40530,70.30430,3.00598
80.60520,70.30430,2.98699
80.80520,70.30430,2.96771
81.00520,70.30430,2.94813
81.20530,70.30430,2.92840
81.40530,70.30430,2.90849
81.60530,70.30430,2.88851
81.80530,70.30440,2.86848
82.00530,70.30430,2.84839
82.20530,70.30430,2.82842
82.40520,70.30430,2.80849
82.60520,70.30430,2.78867
82.80530,70.30440,2.76906
83.00530,70.30440,2.74963
83.20540,70.30430,2.73040
83.40530,70.30430,2.71144
83.60540,70.30430,2.69275
83.80540,70.30430,2.67445
84.00530,70.30440,2.65643
84.20530,70.30430,2.63888
84.40530,70.30430,2.62166
84.60520,70.30430,2.60484
84.80520,70.30430,2.58853
85.00520,70.30430,2.57269
85.20520,70.30430,2.55735
85.40520,70.30430,2.54251
85.60530,70.30440,2.52822
85.80520,70.30430,2.51452
86.00540,70.30430,2.50135
86.20520,70.30430,2.48882
86.40530,70.30430,2.47686
86.60530,70.30430,2.46554
86.80510,70.30430,2.45484
87.00590,70.30430,2.44476
87.20580,70.30430,2.43539
87.40570,70.30430,2.42674
87.60570,70.30440,2.41874
87.80570,70.30430,2.41141
88.00560,70.30430,2.40479
88.20560,70.30430,2.39891
88.40560,70.30430,2.39373
88.60550,70.30430,2.38927
88.80560,70.30430,2.38553
89.00480,70.30430,2.38254
89.20510,70.30430,2.38026
89.40510,70.30430,2.37871
89.40500,70.30430,2.37873
89.60590,70.30430,2.37788
89.80590,70.30430,2.37774
90.00590,70.30430,2.37844
90.20610,70.30430,2.37986
90.40630,70.30430,2.38196
90.60610,70.30430,2.38482
90.80630,70.30430,2.38836
91.00490,70.30430,2.39257
91.20510,70.30430,2.39753
91.40620,70.30430,2.40325
91.60500,70.30430,2.40953
91.80620,70.30430,2.41659
92.00500,70.30430,2.42420
92.20500,70.30430,2.43255
92.40450,70.30430,2.44154
92.60470,70.30430,2.45112
92.80430,70.30430,2.46136
93.00470,70.30430,2.47212
93.20520,70.30430,2.48361
93.40520,70.30430,2.49556
93.60500,70.30430,2.50801
93.80510,70.30430,2.52105
94.00510,70.30430,2.53461
94.20510,70.30430,2.54860
94.40520,70.30430,2.56304
94.60510,70.30430,2.57797
94.80510,70.30430,2.59331
95.00520,70.30430,2.60898
95.20510,70.30430,2.62504
95.40520,70.30430,2.64140
95.60520,70.30430,2.65813
95.80520,70.30430,2.67507
96.00530,70.30430,2.69222
96.20530,70.30430,2.70965
96.40520,70.30430,2.72719
96.60520,70.30430,2.74483
96.80510,70.30430,2.76260
97.00510,70.30430,2.78044
97.20520,70.30430,2.79825
97.40520,70.30430,2.81602
97.60530,70.30430,2.83371
97.80520,70.30430,2.85127
98.00530,70.30430,2.86863
98.20540,70.30430,2.88572
98.40530,70.30430,2.90252
98.60540,70.30430,2.91897
98.80530,70.30430,2.93500
99.00530,70.30430,2.95044
99.20530,70.30430,2.96536
99.40530,70.30430,2.97968
99.60540,70.30430,2.99324
99.80540,70.30430,3.00594
100.00520,70.30430,3.01778
100.20500,70.30430,3.02850
100.40470,70.30430,3.03821
100.60620,70.30430,3.04673
100.80640,70.30430,3.05385
101.00630,70.30430,3.05946
101.20640,70.30430,3.06349
101.40640,70.30430,3.06568
101.60600,70.30430,3.06605
101.80590,70.30430,3.06430
102.00520,70.30430,3.06042
102.20570,70.30430,3.05406
102.40550,70.30430,3.04514
102.60560,70.30430,3.03325
102.80570,70.30430,3.01834
103.00560,70.30430,3.00021
103.20580,70.30430,2.97906
75.60520,70.50430,3.13258
75.80520,70.50430,3.15277
76.00510,70.50430,3.16795
76.20540,70.50430,3.18079
76.40570,70.50430,3.19079
76.60580,70.50430,3.19785
76.80510,70.50430,3.20227
77.00400,70.50430,3.20421
77.20480,70.50430,3.20389
77.40560,70.50430,3.20140
